source_file,level,index,word,ja_translation,phrase,phrase_repeat,raw_text
TOEIC_kin_kaitei_01.mp3,level_600,53,industry,ファッション業界,the fashion [industry],the fashion [industry],industry | ファッション業界。 | the fashion [industry]. | the fashion [industry].
TOEIC_kin_kaitei_01.mp3,level_600,54,facility,施設を見学する,tour of [facility],tour of [facility],facility | 施設を見学する。 | Tour of [facility] | Tour of [facility].
TOEIC_kin_kaitei_01.mp3,level_600,55,payment,地払いをする,make a [payment],make a [payment],payment | 地払いをする。 | Make a [payment]. | Make a [payment].
TOEIC_kin_kaitei_01.mp3,level_600,56,detail,計画の詳細,[details] of a plan,[details] of a plan,detail | 計画の詳細。 | [details] of a plan. | [details] of a plan.
TOEIC_kin_kaitei_01.mp3,level_600,57,concern,懸念を表す,express [concern],express [concern],[concert] | 懸念を表す。 | Express Concern | Express Concern.
TOEIC_kin_kaitei_01.mp3,level_600,58,option,最も安い選択肢を選ぶ,choose the cheapest [option],choose the cheapest [option],option | 最も安い選択肢を選ぶ。 | Choose the cheapest [option]. | Choose the cheapest [option].
TOEIC_kin_kaitei_01.mp3,level_600,59,annual,年一回の社員ピクニック,the [annual] company picnic,the [annual] company picnic,annual | 年一回の社員ピクニック。 | the [annual] company picnic. | The [annual] company picnic.
TOEIC_kin_kaitei_01.mp3,level_600,60,suggestion,ご提案に従います。,I'll follow your [suggestion].,I'll follow your [suggestion].,suggestion | ご提案に従います。 | I'll follow your [suggestion]. | I'll follow your [suggestion].
TOEIC_kin_kaitei_01.mp3,level_600,61,confirm,アポを確認する,[confirm] an appointment,[confirm] an appointment,confirm | アポを確認する。 | [confirm] an appointment. | [confirm] an appointment.
TOEIC_kin_kaitei_01.mp3,level_600,62,note,価格は変更になる場合があるので注意してください。,Please [note] that prices may change.,Please [note] that prices may change.,note | 価格は変更になる場合があるので注意してください。 | Please [note] that prices may change. | Please [note] that prices may change.
TOEIC_kin_kaitei_01.mp3,level_600,63,package,小包みを送る,send a [package],send a [package],[pack it] | 小包みを送る。 | Send a packet. | Send a package.
TOEIC_kin_kaitei_01.mp3,level_600,64,document,文章を見直す,review a [document],Review a [document].,document | 文章を見直す。 | Review a [document]. | Review a [document].
TOEIC_kin_kaitei_01.mp3,level_600,65,mail,クーポンを郵便で受け取る,receive a coupon in the [mail],receive a coupon in the [mail],[meal] | クーポンを郵便で受け取る。 | Receive a coupon in the mail. | Receive a coupon in the mail.
TOEIC_kin_kaitei_01.mp3,level_600,66,extra,追加料金を支払う,pay an [extra] fee,pay an [extra] fee,extra | 追加料金を支払う。 | Pay an [extra] fee. | Pay an [extra] fee.
TOEIC_kin_kaitei_01.mp3,level_600,67,firm,法律事務所,a law [firm],a law [firm],firm | 法律事務所。 | A law for | A law [firm].
TOEIC_kin_kaitei_01.mp3,level_600,68,publish,雑誌を出版する,[publish] a magazine,[publish] a magazine,[public] | 雑誌を出版する。 | Publish a magazine. | Publish a magazine.
TOEIC_kin_kaitei_01.mp3,level_600,69,located,空港近くの便利な場所に位置している。,conveniently [located] near the airport,conveniently [located] near the airport,located | 空港近くの便利な場所に位置している。 | conveniently [located] near the airport. | conveniently [located] near the airport.
TOEIC_kin_kaitei_01.mp3,level_600,70,broadcast,その賞は生放送される,The show will be [broadcast] live,The show will be [broadcast] live,broadcast | その賞は生放送される。 | The show will be [broadcast] live. | The show will be [broadcast] live.
TOEIC_kin_kaitei_01.mp3,level_600,71,management,プロジェクト管理,project [management],project [management],management | プロジェクト管理。 | Project [management]. | Project [management].
TOEIC_kin_kaitei_01.mp3,level_600,72,resources,天然資源,natural [resources],natural [resources],[resort] | 天然試験。 | Natural Resources | Natural Resources
TOEIC_kin_kaitei_01.mp3,level_600,73,base,トロントに拠点を置く会社,a Toronto [based] company.,a Toronto [based] company.,base | トロントに拠点を置く会社。 | A Toronto [based] company. | A Toronto [based] company.
TOEIC_kin_kaitei_01.mp3,level_600,74,currently,当オフィスは現在休業中です。,Our office is [currently] closed.,Our office is [currently] closed.,currently | 当オフィスは現在休業中です。 | Our office is [currently] closed. | Our office is [currently] closed.
TOEIC_kin_kaitei_01.mp3,level_600,75,rate,割引料金を受ける,receive a discounted [rate],Receive a discounted rate.,[re] | 割引料金を受ける。 | Receive a discounted rate. | Receive a discounted rate.
TOEIC_kin_kaitei_01.mp3,level_600,76,financial,財政支援を受ける,receive [financial] support,receive [financial] support,financial | 再生支援を受ける。 | Receive [financial] support. | Receive [financial] support.
TOEIC_kin_kaitei_01.mp3,level_600,77,consider,私は家を買うことを考えています。,I'm [considering] buying a house.,I'm [considering] buying a house.,consider | 私は家を買うことを考えています。 | I'm [considering] buying a house. | I'm [considering] buying a house.
TOEIC_kin_kaitei_01.mp3,level_600,78,install,エアコンを設置する,[install] an air conditioning unit,[install] an air conditioning unit,install | エアコンを設置する。 | [install] an air conditioning unit. | [install] an air conditioning unit.
TOEIC_kin_kaitei_01.mp3,level_600,79,allow,従業員が在宅で働くことを許可する,[allow] employees to work from home,[allow] employees to work from home,allow | 従業員が在宅で働くことを許可する。 | [allow] employees to work from home. | [allow] employees to work from home.
TOEIC_kin_kaitei_01.mp3,level_600,80,colleague,同僚を手伝う,assist a [colleague],assist a [colleague],[kali] | 同僚を手伝う。 | Assist a colleague. | Assist a colleague.
TOEIC_kin_kaitei_01.mp3,level_600,81,arrange,会議を手配する,[arrange] a meeting,[arrange] a meeting,[arene] | 会議を手配する。 | Arrange a meeting. | Arrange a meeting.
TOEIC_kin_kaitei_01.mp3,level_600,82,reduce,コストを減らす,[reduce] costs,[reduce] costs,reduce | コストを減らす。 | [reduce] cost. | [reduce] costs.
TOEIC_kin_kaitei_01.mp3,level_600,83,replace,電池を取り替える,[replace] the batteries,[replace] the batteries,replace | 電池を取り替える。 | [replace] the battery. | [replace] the batteries.
TOEIC_kin_kaitei_01.mp3,level_600,84,register,会議教室に登録する,[register] for a painting class,[register] for a painting class,register | 会議教室に登録する。 | [register] for a painting class. | [register] for a painting class.
TOEIC_kin_kaitei_01.mp3,level_600,85,focus,目標に集中しよう。,[Focus] on your goal.,[Focus] on your goals.,focus | 目標に集中しよう。 | [focus] on your goal. | [focus] on your goals.
TOEIC_kin_kaitei_01.mp3,level_600,86,proposal,提案を提出する,submit a [proposal],submit a [proposal],proposal | 提案を提出する。 | Submit a [proposal]. | Submit a [proposal].
TOEIC_kin_kaitei_01.mp3,level_600,87,introduce,講演者を紹介する,[introduce] a speaker,[introduce] a speaker,introduce | 講演者を紹介する。 | [introduce] a speaker. | [introduce] a speaker.
TOEIC_kin_kaitei_01.mp3,level_600,88,prefer,私はチームで仕事をする方が好きです。,I [prefer] to work on a team.,I [prefer] to work on a team.,prefer | 私はチームで仕事をする方が好きです。 | I [prefer] to work on a team. | I [prefer] to work on a team.
TOEIC_kin_kaitei_01.mp3,level_600,89,promote,パブロは最近マネージャーに所信した。,Pablo was recently [promoted] to manager.,Pablo was recently [promoted] to manager.,promote | パブロは最近マネージャーに所信した。 | Pablo was recently [promoted] to manager. | Pablo was recently [promoted] to manager.
TOEIC_kin_kaitei_01.mp3,level_600,90,opportunity,海外で働く機会,an [opportunity] to work abroad,an [opportunity] to work abroad,opportunity | 海外で働く機会。 | an [opportunity] to work abroad. | an [opportunity] to work abroad.
TOEIC_kin_kaitei_01.mp3,level_600,91,clothing,医療品の新しいラインナップ,a new line of [clothing],a new line of [clothing],clothing | 医療品の新しいラインナップ。 | a new line of [clothing]. | A new line of [clothing].
TOEIC_kin_kaitei_01.mp3,level_600,92,exhibit,美術店,an art [exhibit],an art [exhibit],exhibit | 美術店。 | an art [exhibit]. | an art [exhibit].
TOEIC_kin_kaitei_01.mp3,level_600,93,property,物件を見学する,take a tour of a [property],take a tour of a [property],property | 物件を見学する。 | Take a tour of a [property]. | Take a tour of a [property].
TOEIC_kin_kaitei_01.mp3,level_600,94,expand,授業を拡大する,[expand] a business,[expand] a business,expand | 授業を拡大する。 | [expand] a business. | [expand] a business.
TOEIC_kin_kaitei_01.mp3,level_600,95,host,ディナーパーティーを主催する,[host] a dinner party,[host] a dinner party,[hold] | ディナーパーティーを主催する。 | host a dinner party. | host a dinner party.
TOEIC_kin_kaitei_01.mp3,level_600,96,reserve,会議室を予約する,[reserve] a meeting room,[reserve] a meeting room,reserve | 会議室を予約する。 | [reserve] a meeting room. | [reserve] a meeting room.
TOEIC_kin_kaitei_01.mp3,level_600,97,please,私はそのサービスに満足しています。,I'm [pleased] with the service.,I'm [pleased] with the service.,please | 私はそのサービスに満足しています。 | I'm [pleased] with the service. | I'm [pleased] with the service.
TOEIC_kin_kaitei_01.mp3,level_600,98,instruction,指示に従う,follow the [instructions],follow the [instructions],instruction | 指示に従う。 | Follow the [instructions]. | Follow the [instructions].
TOEIC_kin_kaitei_01.mp3,level_600,99,latest,最新の交通情報,the [latest] traffic report,the [latest] traffic report,[lead it] | 最新の交通情報。 | The latest traffic report. | The latest traffic report.
TOEIC_kin_kaitei_01.mp3,level_600,100,bill,請求書を受け取る,receive a [bill],receive a [bill],bill | 請求書を受け取る。 | Receive a [bill]. | Receive a [bill].
TOEIC_kin_kaitei_02.mp3,level_600,101,development,研究開発,research and [development],research and [development],development | 研究開発。 | research and [development]. | Research and [development].
TOEIC_kin_kaitei_02.mp3,level_600,102,accounting,会計事務所,an [accounting] firm,an [accounting] firm,[a county] | 会計事務所。 | and accounting firm. | an accounting firm.
TOEIC_kin_kaitei_02.mp3,level_600,103,benefits,会社の手当て,company [benefit],company [benefits],benefit | 会社の手当て。 | company [benefit]. | company [benefits].
TOEIC_kin_kaitei_02.mp3,level_600,104,rent,アパートを借りる,[rent] an apartment,[rent] an apartment,[rin] | アパートを借りる。 | rent an apartment. | rent an apartment.
TOEIC_kin_kaitei_02.mp3,level_600,105,agency,旅行代理店,a travel [agency],a travel [agency],agency | 旅行代理店。 | A travel [agency]. | A travel [agency].
TOEIC_kin_kaitei_02.mp3,level_600,106,upcoming,今度のイベントを告知する,announce an [upcoming] event,announce an [upcoming] event,upcoming | 今度のイベントを告知する。 | announced an [upcoming] event. | Announce an [upcoming] event.
TOEIC_kin_kaitei_02.mp3,level_600,107,accept,オファーを受け入れる。,[accept] an offer,[accept] an offer,accept | オファーをゲーれる。 | [accept] an offer. | [accept] an offer.
TOEIC_kin_kaitei_02.mp3,level_600,108,representative,カスタマーサービス担当者,a customer service [representative],a customer service [representative],representative | カスタマーサービス担当者。 | a customer service [representative]. | a customer service [representative].
TOEIC_kin_kaitei_02.mp3,level_600,109,author,有名な著者,a famous [author],a famous [author],author | 有名な著者。 | A famous [author]. | A famous [author].
TOEIC_kin_kaitei_02.mp3,level_600,110,deadline,締め切りに間に合う,meet a [deadline],meet a [deadline],deadline | 締め切りに間に合う。 | Meet a deadlock. | Meet a [deadline].
TOEIC_kin_kaitei_02.mp3,level_600,111,resident,地元住民,local [residents],local [residents],residents | 地元住民。 | local resident. | local [residents].
TOEIC_kin_kaitei_02.mp3,level_600,112,candidate,仕事の候補者,a job [candidate],a job [candidate],candidate | 仕事の候補者。 | A job [candidate]. | A job [candidate].
TOEIC_kin_kaitei_02.mp3,level_600,113,organize,会議を準備する,[organize] a meeting,[organize] a meeting,organize | 会議を準備する。 | [organize] a meeting. | [organize] a meeting.
TOEIC_kin_kaitei_02.mp3,level_600,114,laboratory,実験器具,[laboratory] equipment,[laboratory] equipment,laboratory | 実験器具。 | [laboratory] equipment. | [laboratory] equipment.
TOEIC_kin_kaitei_02.mp3,level_600,115,release,ニューアルバムを発売する,[release] a new album,[release] a new album,release | ニューアルバムを発売する。 | [release] a new album. | [release] a new album.
TOEIC_kin_kaitei_02.mp3,level_600,116,conduct,アンケート調査を行う,[conduct] a survey,[conduct] a survey,conduct | アンケート調査を行う。 | [conduct] a survey. | [conduct] a survey.
TOEIC_kin_kaitei_02.mp3,level_600,117,participate,会議に参加する,[participate] in a conference,[participate] in a conference,participate | 会議に参加する。 | [participate] in a conference. | [participate] in a conference.
TOEIC_kin_kaitei_02.mp3,level_600,118,corporate,法人クレジットカード,a [corporate] credit card,a [corporate] credit card,corporate | 法人クレジットカード。 | a [corporate] credit card. | a [corporate] credit card.
TOEIC_kin_kaitei_02.mp3,level_600,119,feedback,行為的なお客様の意見,positive customer [feedback],positive customer [feedback],feedback | 行為的なお客様の意見。 | positive customer [feedback]. | positive customer [feedback].
TOEIC_kin_kaitei_02.mp3,level_600,120,committee,委員会に加わる,join a [committee],join a [committee],committee | 委員会に加わる。 | Join a [committee]. | Join a [committee].
TOEIC_kin_kaitei_02.mp3,level_600,121,advance,前持って予約する,make a reservation in [advance],make a reservation in [advance],[advent] | 前持って予約する。 | Make a reservation in advance. | Make a reservation in advance.
TOEIC_kin_kaitei_02.mp3,level_600,122,encourage,従業員はそのイベントへの出席を奨励されます。,Employees are [encouraged] to attend the event.,Employees are [encouraged] to attend the event.,encourage | 従業員はそのイベントへの出席を奨礼されます。 | Employees are [encouraged] to attend the event. | Employees are [encouraged] to attend the event.
TOEIC_kin_kaitei_02.mp3,level_600,123,approve,リクエストを承認する,[approve] a request,[approve] a request,approve | リクエストを承認する。 | [approve] a Request. | [approve] a request.
TOEIC_kin_kaitei_02.mp3,level_600,124,expense,経費を削減する,reduce expenses,reduce expenses,[expand] | 警備を削減する。 | Reduce expenses. | Reduce expenses.
TOEIC_kin_kaitei_02.mp3,level_600,125,renovation,図書館の改修,[renovation] of the library,[renovation] of the library,renovation | 図書館の回収。 | [renovation] of the library. | [renovation] of the Library
TOEIC_kin_kaitei_02.mp3,level_600,126,excellent,素晴らしいサービス,[excellent] service,[excellent] service,excellent | 素晴らしいサービス。 | [excellent] service. | [excellent] service.
TOEIC_kin_kaitei_02.mp3,level_600,127,fund,我々は追加の資金が必要です。,We need additional funds.,We need additional funds.,[fun] | 我々は追加の試験が必要です。 | We need additional funds. | We need additional funds.
TOEIC_kin_kaitei_02.mp3,level_600,128,operate,カナダで事業を運営する,[operate] a business in Canada,[operate] a business in Canada,operate | カナダで事業を運営する。 | [operate] a business in Canada. | [operate] a business in Canada.
TOEIC_kin_kaitei_02.mp3,level_600,129,resume,カバーレターと履歴書を提出する。,Submit a cover letter and [resume],Submit a cover letter and [resume],resume | カバーレターと履歴書を提出する。 | Submit a cover letter and [resume]. | Submit a cover letter and [resume].
TOEIC_kin_kaitei_02.mp3,level_600,130,reschedule,アポの予定を変更する。,[reschedule] an appointment,[reschedule] an appointment,reschedule | アポの予定を変更する。 | [reschedule] and appoint. | [reschedule] an appointment.
TOEIC_kin_kaitei_02.mp3,level_600,131,describe,状況を説明する。,[describe] a situation,[describe] a situation,describe | 状況を説明する。 | [describe] a situation. | [describe] a situation.
TOEIC_kin_kaitei_02.mp3,level_600,132,inform,新製品について顧客に知らせる。,[inform] customers about new products,[inform] customers about new products,inform | 新製品について顧客に知らせる。 | [inform] customers about new products. | [inform] customers about new products.
TOEIC_kin_kaitei_02.mp3,level_600,133,volunteer,ビクトリアは土曜出勤を進んで申し出た。,Victoria [volunteered] to work on Saturday.,Victoria [volunteered] to work on Saturday.,volunteer | ビクトリアは土曜出勤を進んで申し出た。 | Victoria [volunteered] to work on Saturday. | Victoria [volunteered] to work on Saturday.
TOEIC_kin_kaitei_02.mp3,level_600,134,executive,会社の重役,a company [executive],a company [executive],executive | 会社の重薬。 | a company [executive]. | a company [executive].
TOEIC_kin_kaitei_02.mp3,level_600,135,transportation,公共交通機関を利用する,use public [transportation],use public [transportation],transportation | 公共交通機関を利用する。 | Use public [transportation]. | Use public [transportation].
TOEIC_kin_kaitei_02.mp3,level_600,136,branch,ブダペストに支店を開設する,set up a [branch] in Budapest,set up a [branch] in Budapest,[brand] | ブダペストに視点を解説する。 | set up a branch in Budapest. | set up a branch in Budapest.
TOEIC_kin_kaitei_02.mp3,level_600,137,refund,全学返金,a full [refund],a full [refund],refund | 全学変金。 | A full [refund]. | A full [refund].
TOEIC_kin_kaitei_02.mp3,level_600,138,successful,そのプロジェクトは成功した。,The project was [successful].,The project was [successful].,successful | そのプロジェクトは成功した。 | The project was [successful]. | The project was [successful].
TOEIC_kin_kaitei_02.mp3,level_600,139,merchandise,商品を返品する。,return some [merchandise],return some [merchandise],merchandise | 商品を返品する。 | Return some [merchandise]. | Return some [merchandise].
TOEIC_kin_kaitei_02.mp3,level_600,140,remind,思い出させてくれてありがとう。,Thanks for [reminding] me.,Thanks for [reminding] me.,remind | 思い出させてくれてありがとう。 | Thanks for [reminding] me. | Thanks for [reminding] me.
TOEIC_kin_kaitei_02.mp3,level_600,141,estimate,費用の見積もりを依頼する,request a cost [estimate],request a cost [estimate],estimate | 費用の三つ盛りを依頼する。 | Request a cost [estimate]. | Request a cost [estimate].
TOEIC_kin_kaitei_02.mp3,level_600,142,launch,ウェブサイトを立ち上げる,launch a website,launch a website,[lawn] | ウェブサイトを立ち上げる。 | Launch a website. | Launch a website.
TOEIC_kin_kaitei_02.mp3,level_600,143,appreciate,皆様のご支援に感謝しています。,We [appreciate] your support.,We [appreciate] your support.,appreciate | 皆様のご支援に感謝しています。 | We [appreciate] your support. | We [appreciate] your support.
TOEIC_kin_kaitei_02.mp3,level_600,144,track,追跡番号,a [tracking] number,a [tracking] number,track | 追跡番号。 | A [tracking] number. | A [tracking] number.
TOEIC_kin_kaitei_02.mp3,level_600,145,unfortunately,残念ながら我々は締め切りを逃してしまった。,"[Unfortunately], we missed the deadline.","[Unfortunately], we missed the deadline.","unfortunately | 残念ながら我々は締め切りを逃してしまった。 | [unfortunately], we missed the deadline. | [unfortunately], we missed the deadline."
TOEIC_kin_kaitei_02.mp3,level_600,146,editor,雑誌の編集者,a magazine [editor],a magazine [editor],editor | 雑誌の編集者。 | A magazine [editor]. | A magazine [editor].
TOEIC_kin_kaitei_02.mp3,level_600,147,previous,マネージャーとしての以前の経験,[previous] experience as a manager,[previous] experience as a manager,previous | マネージャーとしての以前の経験。 | [previous] experience as a manager. | [previous] experience as a manager.
